,Column1,Type,Status,City,State,PostalCode,GenderCode,BirthDate,MaritalStatus,Enrolled on ,Living status,Age,Age Group,Month_Year,Weak Num
4813,012F5CF8-5BBC-11e8-A330-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500044.0,MALE,12/19/1991,M,5/20/2018,couple with children,29.0,25-30 Years,18-May,Weak: 21
4814,012F5CFF-5BBC-11e8-A330-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500005.0,MALE,6/6/1998,M,5/20/2018,couple with children,22.0,20-25 Years,18-May,Weak: 21
4815,012F5D00-5BBC-11e8-A330-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500044.0,FEMALE,5/20/1986,M,5/20/2018,couple with children,34.0,30-35 Years,18-May,Weak: 21
4816,012F5D02-5BBC-11e8-A330-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500012.0,FEMALE,6/13/1987,M,5/20/2018,couple with children,33.0,30-35 Years,18-May,Weak: 21
4817,012F5D0D-5BBC-11e8-A330-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500002.0,FEMALE,9/10/1980,M,5/20/2018,couple with children,40.0,40- 45Years,18-May,Weak: 21
4818,012F5D1D-5BBC-11e8-A330-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500098.0,MALE,8/7/1996,M,5/20/2018,couple with children,24.0,20-25 Years,18-May,Weak: 21
4819,012F5D34-5BBC-11e8-A330-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500005.0,MALE,6/6/1995,M,5/20/2018,couple with children,25.0,25-30 Years,18-May,Weak: 21
4820,012F5D79-5BBC-11e8-A330-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500066.0,FEMALE,8/8/1981,M,5/20/2018,couple with children,39.0,35-40 Years,18-May,Weak: 21
4821,012F5D88-5BBC-11e8-A330-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500066.0,MALE,8/3/1968,M,5/20/2018,couple with children,52.0,50-55 Years,18-May,Weak: 21
4822,012F5D9C-5BBC-11e8-A330-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500027.0,MALE,8/11/1981,M,5/20/2018,couple with children,39.0,35-40 Years,18-May,Weak: 21
4823,012F5DF2-5BBC-11e8-A330-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500005.0,MALE,2/8/1998,M,5/20/2018,couple with children,23.0,20-25 Years,18-May,Weak: 21
4824,012F5E02-5BBC-11e8-A330-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500030.0,MALE,3/5/1993,M,5/20/2018,couple with children,28.0,25-30 Years,18-May,Weak: 21
4825,012F5E20-5BBC-11e8-A330-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500012.0,MALE,9/11/1992,M,5/20/2018,couple with children,28.0,25-30 Years,18-May,Weak: 21
4826,012F5E3B-5BBC-11e8-A330-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500005.0,MALE,3/7/2000,M,5/20/2018,couple with children,21.0,20-25 Years,18-May,Weak: 21
4827,012F5E52-5BBC-11e8-A330-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500066.0,MALE,8/24/1966,M,5/20/2018,couple with children,54.0,50-55 Years,18-May,Weak: 21
4828,012F5EAD-5BBC-11e8-A330-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500013.0,FEMALE,8/9/1970,M,5/20/2018,couple with children,50.0,50-55 Years,18-May,Weak: 21
4829,012F5EBE-5BBC-11e8-A330-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500048.0,MALE,3/10/1981,M,5/20/2018,couple with children,40.0,40- 45Years,18-May,Weak: 21
4830,012F5EC4-5BBC-11e8-A330-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500039.0,MALE,6/4/1986,M,5/20/2018,couple with children,34.0,30-35 Years,18-May,Weak: 21
4831,012F5EF3-5BBC-11e8-A330-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500005.0,MALE,2/6/1963,M,5/20/2018,couple with children,58.0,55-60 Years,18-May,Weak: 21
4832,012F5F0B-5BBC-11e8-A330-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500027.0,MALE,12/7/1982,M,5/20/2018,couple with children,38.0,35-40 Years,18-May,Weak: 21
4833,012F5F12-5BBC-11e8-A330-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500005.0,MALE,8/7/1999,M,5/20/2018,couple with children,21.0,20-25 Years,18-May,Weak: 21
4834,012F5F23-5BBC-11e8-A330-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500012.0,MALE,2/24/1975,M,5/20/2018,couple with children,46.0,45-50 Years,18-May,Weak: 21
4835,012F5F28-5BBC-11e8-A330-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500005.0,MALE,8/10/1992,M,5/20/2018,couple with children,28.0,25-30 Years,18-May,Weak: 21
4836,012F5F2D-5BBC-11e8-A330-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500005.0,MALE,10/11/1970,M,5/20/2018,couple with children,50.0,50-55 Years,18-May,Weak: 21
4837,012F5F31-5BBC-11e8-A330-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500044.0,MALE,10/19/1990,M,5/20/2018,couple with children,30.0,30-35 Years,18-May,Weak: 21
4838,012F5F33-5BBC-11e8-A330-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500012.0,MALE,6/22/1990,M,5/20/2018,couple with children,30.0,30-35 Years,18-May,Weak: 21
4839,012F5F35-5BBC-11e8-A330-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500079.0,MALE,6/6/1994,M,5/20/2018,couple with children,26.0,25-30 Years,18-May,Weak: 21
4840,012F5F36-5BBC-11e8-A330-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500044.0,MALE,8/22/1992,M,5/20/2018,couple with children,28.0,25-30 Years,18-May,Weak: 21
4841,012F5F47-5BBC-11e8-A330-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500036.0,MALE,8/8/1995,M,5/20/2018,couple with children,25.0,25-30 Years,18-May,Weak: 21
4842,012F5F52-5BBC-11e8-A330-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500059.0,FEMALE,7/10/1993,M,5/20/2018,couple with children,27.0,25-30 Years,18-May,Weak: 21
4843,012F5F5C-5BBC-11e8-A330-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500005.0,MALE,7/7/1970,M,5/20/2018,couple with children,50.0,50-55 Years,18-May,Weak: 21
4844,01372C57-E2F0-11e7-8B0E-0050569D3164,Individual,Active,Hyderabad,ANDHRA PRADESH,502032.0,MALE,11/10/1967,M,12/17/2017,Couple without children,53.0,50-55 Years,17-Dec,Weak: 51
4845,013D5667-544A-11e8-B3AC-00505682069A,Individual,Active,Hyderabad,ANDHRA PRADESH,500012.0,MALE,9/8/1970,M,5/10/2018,Single/living alone,50.0,50-55 Years,18-May,Weak: 19
4846,013D57D7-544A-11e8-B3AC-00505682069A,Individual,Active,Hyderabad,ANDHRA PRADESH,500013.0,MALE,5/31/1992,M,5/11/2018,Single/living alone,28.0,25-30 Years,18-May,Weak: 19
4847,01402F34-14B1-11e8-A86E-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500076.0,MALE,8/29/1952,M,2/19/2018,Single/living alone,68.0,60+ Years,18-Feb,Weak: 8
4848,01402F8F-14B1-11e8-A86E-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500060.0,MALE,12/2/1948,M,2/19/2018,Single/living alone,72.0,60+ Years,18-Feb,Weak: 8
4849,014E2C76-547F-11e8-85FC-0050569D7549,Individual,Active,Hyderabad,ANDHRA PRADESH,500086.0,FEMALE,5/20/1966,M,5/11/2018,Couple without children,54.0,50-55 Years,18-May,Weak: 19
4850,014E2C80-547F-11e8-85FC-0050569D7549,Individual,Active,Hyderabad,ANDHRA PRADESH,500079.0,MALE,2/14/1965,M,5/11/2018,Couple without children,56.0,55-60 Years,18-May,Weak: 19
4851,014E2CFB-547F-11e8-85FC-0050569D7549,Individual,Active,Hyderabad,ANDHRA PRADESH,500027.0,MALE,8/24/1994,M,5/11/2018,Couple without children,26.0,25-30 Years,18-May,Weak: 19
4852,014E2D3D-547F-11e8-85FC-0050569D7549,Individual,Active,Hyderabad,ANDHRA PRADESH,500048.0,FEMALE,7/16/1998,M,5/11/2018,Couple without children,22.0,20-25 Years,18-May,Weak: 19
4853,014E2D6F-547F-11e8-85FC-0050569D7549,Individual,Active,Hyderabad,ANDHRA PRADESH,500005.0,MALE,9/1/1999,M,5/11/2018,Couple without children,21.0,20-25 Years,18-May,Weak: 19
4854,014E2D7E-547F-11e8-85FC-0050569D7549,Individual,Active,Hyderabad,ANDHRA PRADESH,500005.0,MALE,5/10/1997,M,5/11/2018,Couple without children,23.0,20-25 Years,18-May,Weak: 19
4855,014E2DBA-547F-11e8-85FC-0050569D7549,Individual,Active,Hyderabad,ANDHRA PRADESH,500005.0,MALE,5/11/1996,M,5/11/2018,Couple without children,24.0,20-25 Years,18-May,Weak: 19
4856,014E2DC1-547F-11e8-85FC-0050569D7549,Individual,Active,Hyderabad,ANDHRA PRADESH,500048.0,MALE,12/5/1994,M,5/11/2018,Couple without children,26.0,25-30 Years,18-May,Weak: 19
4857,014E2DDA-547F-11e8-85FC-0050569D7549,Individual,Active,Hyderabad,ANDHRA PRADESH,500053.0,FEMALE,6/27/1997,M,5/11/2018,Couple without children,23.0,20-25 Years,18-May,Weak: 19
4858,014E2DEC-547F-11e8-85FC-0050569D7549,Individual,Active,Hyderabad,ANDHRA PRADESH,500059.0,MALE,9/10/1998,M,5/11/2018,Couple without children,22.0,20-25 Years,18-May,Weak: 19
4859,014E2E18-547F-11e8-85FC-0050569D7549,Individual,Active,Hyderabad,ANDHRA PRADESH,500048.0,FEMALE,9/5/1993,M,5/11/2018,Couple without children,27.0,25-30 Years,18-May,Weak: 19
4860,014E2E2B-547F-11e8-85FC-0050569D7549,Individual,Active,Hyderabad,ANDHRA PRADESH,500059.0,MALE,7/4/1998,M,5/11/2018,Couple without children,22.0,20-25 Years,18-May,Weak: 19
4861,016035DE-80F7-11e8-9C42-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500035.0,MALE,5/10/1988,M,7/6/2018,couple with children,32.0,30-35 Years,18-Jul,Weak: 27
4862,016035E0-80F7-11e8-9C42-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500097.0,MALE,7/31/1989,M,7/6/2018,couple with children,31.0,30-35 Years,18-Jul,Weak: 27
4863,016035ED-80F7-11e8-9C42-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500036.0,MALE,5/20/1991,M,7/6/2018,couple with children,29.0,25-30 Years,18-Jul,Weak: 27
4864,016035FC-80F7-11e8-9C42-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500048.0,MALE,8/13/1997,M,7/6/2018,couple with children,23.0,20-25 Years,18-Jul,Weak: 27
4865,01603607-80F7-11e8-9C42-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500044.0,MALE,10/6/1998,M,7/6/2018,couple with children,22.0,20-25 Years,18-Jul,Weak: 27
4866,01603614-80F7-11e8-9C42-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500048.0,MALE,1/26/1989,M,7/6/2018,couple with children,32.0,30-35 Years,18-Jul,Weak: 27
4867,01603637-80F7-11e8-9C42-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500097.0,MALE,4/9/1988,M,7/6/2018,couple with children,32.0,30-35 Years,18-Jul,Weak: 27
4868,0160365B-80F7-11e8-9C42-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500013.0,FEMALE,8/24/1997,M,7/6/2018,couple with children,23.0,20-25 Years,18-Jul,Weak: 27
4869,0160366C-80F7-11e8-9C42-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500035.0,MALE,11/29/1990,M,7/6/2018,couple with children,30.0,30-35 Years,18-Jul,Weak: 27
4870,016036F8-80F7-11e8-9C42-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500092.0,MALE,1/31/1997,M,7/6/2018,couple with children,24.0,20-25 Years,18-Jul,Weak: 27
4871,01603721-80F7-11e8-9C42-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,501512.0,MALE,1/14/1991,M,7/6/2018,couple with children,30.0,30-35 Years,18-Jul,Weak: 27
4872,01603786-80F7-11e8-9C42-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500044.0,MALE,2/7/1984,M,7/6/2018,couple with children,37.0,35-40 Years,18-Jul,Weak: 27
4873,01603787-80F7-11e8-9C42-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500068.0,MALE,7/5/1994,M,7/6/2018,couple with children,26.0,25-30 Years,18-Jul,Weak: 27
4874,01771D1C-29EE-11ea-8C9E-0050569857FB,Individual,Active,Hyderabad,ANDHRA PRADESH,500070.0,MALE,6/24/1980,M,12/29/2019,Couple without children,40.0,40- 45Years,19-Dec,Weak: 53
4875,01822380-D6E5-11e7-9ED6-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,502032.0,MALE,7/31/1980,U,12/2/2017,Single/living alone,40.0,40- 45Years,17-Dec,Weak: 48
4876,0182243D-D6E5-11e7-9ED6-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,502103.0,MALE,1/14/1985,U,12/2/2017,Single/living alone,36.0,35-40 Years,17-Dec,Weak: 48
4877,0182245B-D6E5-11e7-9ED6-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500035.0,MALE,7/25/1979,M,12/2/2017,Single/living alone,41.0,40- 45Years,17-Dec,Weak: 48
4878,018928B7-ECFF-11e7-AB46-00505682069A,Individual,Active,Hyderabad,ANDHRA PRADESH,500036.0,MALE,8/29/1987,M,12/30/2017,couple with children,33.0,30-35 Years,17-Dec,Weak: 52
4879,018928C7-ECFF-11e7-AB46-00505682069A,Individual,Active,Hyderabad,ANDHRA PRADESH,500039.0,FEMALE,3/23/1982,M,12/30/2017,couple with children,39.0,35-40 Years,17-Dec,Weak: 52
4880,019AFCE9-E5F2-11e7-9310-0050569D5A2F,Individual,Active,Hyderabad,ANDHRA PRADESH,500048.0,MALE,11/17/1995,M,12/21/2017,Couple without children,25.0,25-30 Years,17-Dec,Weak: 51
4881,019F0E43-B13E-11e9-B000-005056991469,Individual,Active,Hyderabad,ANDHRA PRADESH,500079.0,MALE,7/26/1990,M,7/28/2019,Couple without children,30.0,30-35 Years,19-Jul,Weak: 31
4882,01A12664-DD80-11e7-AF1C-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,505001.0,MALE,4/20/1989,U,12/10/2017,Couple without children,31.0,30-35 Years,17-Dec,Weak: 50
4883,01A54B54-7619-11e8-8C64-0050569D7549,Individual,Active,Hyderabad,ANDHRA PRADESH,500027.0,MALE,4/2/1962,M,6/22/2018,Couple without children,58.0,55-60 Years,18-Jun,Weak: 25
4884,01BA1EF8-7553-11e8-AC22-0050569D5A2F,Individual,Active,Hyderabad,ANDHRA PRADESH,500060.0,MALE,9/1/1955,M,6/21/2018,couple with children,65.0,60+ Years,18-Jun,Weak: 25
4885,01C7143D-8076-11e8-96C2-00505682069A,Individual,Active,Hyderabad,ANDHRA PRADESH,500039.0,MALE,6/20/1984,M,7/6/2018,couple with children,36.0,35-40 Years,18-Jul,Weak: 27
4886,01C714EF-8076-11e8-96C2-00505682069A,Individual,Active,Hyderabad,ANDHRA PRADESH,500005.0,MALE,12/2/1976,M,7/6/2018,couple with children,44.0,40- 45Years,18-Jul,Weak: 27
4887,01C71529-8076-11e8-96C2-00505682069A,Individual,Active,Hyderabad,ANDHRA PRADESH,500048.0,MALE,1/5/1994,M,7/6/2018,couple with children,27.0,25-30 Years,18-Jul,Weak: 27
4888,01C71548-8076-11e8-96C2-00505682069A,Individual,Active,Hyderabad,ANDHRA PRADESH,500036.0,MALE,7/15/1995,M,7/6/2018,couple with children,25.0,25-30 Years,18-Jul,Weak: 27
4889,01D85804-6598-11e8-86A0-0050569D3164,Individual,Active,Hyderabad,ANDHRA PRADESH,500039.0,MALE,10/29/1987,M,6/1/2018,Couple without children,33.0,30-35 Years,18-Jun,Weak: 22
4890,01D85810-6598-11e8-86A0-0050569D3164,Individual,Active,Hyderabad,ANDHRA PRADESH,500059.0,MALE,5/30/1977,M,6/1/2018,Couple without children,43.0,40- 45Years,18-Jun,Weak: 22
4891,01D8581A-6598-11e8-86A0-0050569D3164,Individual,Active,Hyderabad,ANDHRA PRADESH,500076.0,MALE,8/10/1994,M,6/1/2018,Couple without children,26.0,25-30 Years,18-Jun,Weak: 22
4892,01D8582C-6598-11e8-86A0-0050569D3164,Individual,Active,Hyderabad,ANDHRA PRADESH,500024.0,MALE,9/9/1970,M,6/1/2018,Couple without children,50.0,50-55 Years,18-Jun,Weak: 22
4893,01D8596D-6598-11e8-86A0-0050569D3164,Individual,Active,Hyderabad,ANDHRA PRADESH,500076.0,FEMALE,11/20/1983,M,6/2/2018,Couple without children,37.0,35-40 Years,18-Jun,Weak: 22
4894,01D8596F-6598-11e8-86A0-0050569D3164,Individual,Active,Hyderabad,ANDHRA PRADESH,500027.0,FEMALE,10/21/1980,M,6/2/2018,Couple without children,40.0,40- 45Years,18-Jun,Weak: 22
4895,01D859B9-6598-11e8-86A0-0050569D3164,Individual,Active,Hyderabad,ANDHRA PRADESH,500027.0,MALE,5/31/1993,M,6/2/2018,Couple without children,27.0,25-30 Years,18-Jun,Weak: 22
4896,01D85AE4-6598-11e8-86A0-0050569D3164,Individual,Active,Hyderabad,ANDHRA PRADESH,500036.0,MALE,8/8/1995,M,6/2/2018,Single/living alone,25.0,25-30 Years,18-Jun,Weak: 22
4897,01D85B20-6598-11e8-86A0-0050569D3164,Individual,Active,Hyderabad,ANDHRA PRADESH,500002.0,MALE,1/7/2000,M,6/2/2018,Single/living alone,21.0,20-25 Years,18-Jun,Weak: 22
4898,01D85B70-6598-11e8-86A0-0050569D3164,Individual,Active,Hyderabad,ANDHRA PRADESH,500039.0,MALE,9/8/1991,M,6/2/2018,Single/living alone,29.0,25-30 Years,18-Jun,Weak: 22
4899,01D85BFC-6598-11e8-86A0-0050569D3164,Individual,Active,Hyderabad,ANDHRA PRADESH,500002.0,MALE,9/26/1987,M,6/2/2018,Single/living alone,33.0,30-35 Years,18-Jun,Weak: 22
4900,01FEE1B2-2030-11e8-96EC-0050569D5A2F,Individual,Active,Hyderabad,ANDHRA PRADESH,500070.0,MALE,12/14/1982,M,3/5/2018,Couple without children,38.0,35-40 Years,18-Mar,Weak: 10
4901,02040695-6698-11e8-A954-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500065.0,MALE,5/5/1996,M,6/3/2018,Couple without children,24.0,20-25 Years,18-Jun,Weak: 23
4902,020406E4-6698-11e8-A954-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500024.0,MALE,8/5/1951,M,6/3/2018,Couple without children,69.0,60+ Years,18-Jun,Weak: 23
4903,020406EE-6698-11e8-A954-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500065.0,MALE,4/6/1989,M,6/3/2018,Couple without children,31.0,30-35 Years,18-Jun,Weak: 23
4904,02040704-6698-11e8-A954-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500027.0,FEMALE,11/25/1994,M,6/3/2018,Couple without children,26.0,25-30 Years,18-Jun,Weak: 23
4905,02040706-6698-11e8-A954-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500027.0,FEMALE,6/20/1988,M,6/3/2018,Couple without children,32.0,30-35 Years,18-Jun,Weak: 23
4906,02040716-6698-11e8-A954-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500059.0,MALE,3/23/1988,M,6/3/2018,Couple without children,33.0,30-35 Years,18-Jun,Weak: 23
4907,02040724-6698-11e8-A954-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500002.0,MALE,4/24/1989,M,6/3/2018,Couple without children,31.0,30-35 Years,18-Jun,Weak: 23
4908,02040752-6698-11e8-A954-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500060.0,MALE,3/16/1983,M,6/3/2018,Couple without children,38.0,35-40 Years,18-Jun,Weak: 23
4909,02040755-6698-11e8-A954-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500012.0,MALE,10/26/1992,M,6/3/2018,Couple without children,28.0,25-30 Years,18-Jun,Weak: 23
4910,02040775-6698-11e8-A954-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500069.0,MALE,10/20/1970,M,6/3/2018,Single/living alone,50.0,50-55 Years,18-Jun,Weak: 23
4911,0204077C-6698-11e8-A954-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500027.0,MALE,11/20/1991,M,6/3/2018,Single/living alone,29.0,25-30 Years,18-Jun,Weak: 23
4912,02040789-6698-11e8-A954-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500024.0,MALE,6/18/1981,M,6/3/2018,Single/living alone,39.0,35-40 Years,18-Jun,Weak: 23
4913,0204078F-6698-11e8-A954-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500024.0,MALE,9/11/1970,M,6/3/2018,Single/living alone,50.0,50-55 Years,18-Jun,Weak: 23
4914,0204079B-6698-11e8-A954-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500039.0,MALE,7/14/1989,M,6/3/2018,Single/living alone,31.0,30-35 Years,18-Jun,Weak: 23
4915,020407AA-6698-11e8-A954-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500027.0,MALE,3/19/1986,M,6/3/2018,Single/living alone,35.0,35-40 Years,18-Jun,Weak: 23
4916,020407B5-6698-11e8-A954-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500027.0,FEMALE,7/7/1964,M,6/3/2018,Single/living alone,56.0,55-60 Years,18-Jun,Weak: 23
4917,020407BB-6698-11e8-A954-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500098.0,FEMALE,3/3/1979,M,6/3/2018,Single/living alone,42.0,40- 45Years,18-Jun,Weak: 23
4918,020407BF-6698-11e8-A954-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500027.0,MALE,6/9/1970,M,6/3/2018,Single/living alone,50.0,50-55 Years,18-Jun,Weak: 23
4919,020407C1-6698-11e8-A954-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500086.0,FEMALE,8/2/1988,M,6/3/2018,Single/living alone,32.0,30-35 Years,18-Jun,Weak: 23
4920,020407CB-6698-11e8-A954-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500097.0,MALE,12/11/1976,M,6/3/2018,Single/living alone,44.0,40- 45Years,18-Jun,Weak: 23
4921,020407D7-6698-11e8-A954-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500024.0,FEMALE,9/9/1962,M,6/3/2018,Single/living alone,58.0,55-60 Years,18-Jun,Weak: 23
4922,020407DB-6698-11e8-A954-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500002.0,MALE,7/6/1963,M,6/3/2018,Single/living alone,57.0,55-60 Years,18-Jun,Weak: 23
4923,02040821-6698-11e8-A954-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500005.0,MALE,3/17/1988,M,6/3/2018,Single/living alone,33.0,30-35 Years,18-Jun,Weak: 23
4924,0204083E-6698-11e8-A954-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500012.0,MALE,7/6/1970,M,6/3/2018,Single/living alone,50.0,50-55 Years,18-Jun,Weak: 23
4925,02040848-6698-11e8-A954-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500024.0,FEMALE,4/9/1997,M,6/3/2018,Single/living alone,23.0,20-25 Years,18-Jun,Weak: 23
4926,02040850-6698-11e8-A954-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500023.0,FEMALE,8/10/1963,M,6/3/2018,Single/living alone,57.0,55-60 Years,18-Jun,Weak: 23
4927,0204091B-6698-11e8-A954-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500035.0,MALE,9/9/1993,M,6/3/2018,couple with children,27.0,25-30 Years,18-Jun,Weak: 23
4928,0204D2D1-68A6-11e8-8E68-00505682069A,Individual,Active,Hyderabad,ANDHRA PRADESH,500079.0,MALE,1/5/1970,M,6/5/2018,couple with children,51.0,50-55 Years,18-Jun,Weak: 23
4929,02071B94-40AD-11e8-A628-0050569D3164,Individual,Active,Hyderabad,ANDHRA PRADESH,500012.0,MALE,8/14/1958,M,4/15/2018,couple with children,62.0,60+ Years,18-Apr,Weak: 16
4930,021EBC30-1212-11e8-BC2C-0050569D7549,Individual,Active,Hyderabad,ANDHRA PRADESH,500002.0,FEMALE,5/4/1999,M,2/15/2018,couple with children,21.0,20-25 Years,18-Feb,Weak: 7
4931,021EBC46-1212-11e8-BC2C-0050569D7549,Individual,Active,Hyderabad,ANDHRA PRADESH,500048.0,MALE,7/15/1953,M,2/15/2018,couple with children,67.0,60+ Years,18-Feb,Weak: 7
4932,022E1B14-E15E-11e7-9290-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,508001.0,FEMALE,3/3/1993,M,12/15/2017,couple with children,28.0,25-30 Years,17-Dec,Weak: 50
4933,023E88CF-6DDE-11e8-927E-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500039.0,MALE,11/5/1971,M,6/12/2018,Couple without children,49.0,45-50 Years,18-Jun,Weak: 24
4934,023E88DA-6DDE-11e8-927E-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500059.0,MALE,1/8/1993,M,6/12/2018,Couple without children,28.0,25-30 Years,18-Jun,Weak: 24
4935,023E88FF-6DDE-11e8-927E-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500013.0,MALE,6/30/1970,M,6/12/2018,Couple without children,50.0,50-55 Years,18-Jun,Weak: 24
4936,02D7898F-120B-11e8-AC70-0050568252F9,Individual,Active,Hyderabad,ANDHRA PRADESH,500076.0,FEMALE,2/23/1980,M,2/15/2018,couple with children,41.0,40- 45Years,18-Feb,Weak: 7
4937,02DB908B-20D0-11e8-8764-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500070.0,FEMALE,8/20/1975,M,3/6/2018,couple with children,45.0,45-50 Years,18-Mar,Weak: 10
4938,02DE385F-3029-11e8-BDAC-0050568260A3,Individual,Active,Hyderabad,ANDHRA PRADESH,500079.0,MALE,9/18/1995,M,3/25/2018,couple with children,25.0,25-30 Years,18-Mar,Weak: 13
4939,02F29AD4-1398-11e8-AE1A-0050569D5A2F,Individual,Active,Hyderabad,ANDHRA PRADESH,500065.0,FEMALE,10/25/1986,M,2/17/2018,Single/living alone,34.0,30-35 Years,18-Feb,Weak: 7
4940,03083D37-FF62-11e9-93A0-0050569953B7,Individual,Active,Hyderabad,ANDHRA PRADESH,501359.0,MALE,6/8/1978,M,11/5/2019,couple with children,42.0,40- 45Years,19-Nov,Weak: 45
4941,03083D67-FF62-11e9-93A0-0050569953B7,Individual,Active,Hyderabad,ANDHRA PRADESH,501510.0,MALE,8/13/1986,M,11/5/2019,couple with children,34.0,30-35 Years,19-Nov,Weak: 45
